psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
20	1	0	0	0	0	0	0	+	175-6285	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
19	0	0	0	0	0	0	0	+	176-6241	19	0	19	mmu-mir-16-2	95	16	35	1	19,	0,	16,
19	0	0	0	0	0	0	0	+	176-6241	19	0	19	mmu-mir-16-1	93	15	34	1	19,	0,	15,
23	0	0	0	0	0	0	0	+	177-6189	23	0	23	mmu-mir-182	75	6	29	1	23,	0,	6,
20	0	0	0	0	0	0	0	+	180-6115	20	0	20	mmu-mir-379	66	5	25	1	20,	0,	5,
20	1	0	0	0	0	0	0	+	181-6058	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
19	1	0	0	0	0	0	0	+	182-6049	20	0	20	mmu-mir-467h	121	79	99	1	20,	0,	79,
19	1	0	0	0	0	0	0	+	182-6049	20	0	20	mmu-mir-467d	85	9	29	1	20,	0,	9,
20	0	0	0	0	0	0	0	+	182-6049	20	0	20	mmu-mir-467c	97	9	29	1	20,	0,	9,
18	1	0	0	0	0	0	0	+	182-6049	20	1	20	mmu-mir-467b	73	9	28	1	19,	1,	9,
18	1	0	0	0	0	0	0	+	182-6049	20	1	20	mmu-mir-467a-1	73	9	28	1	19,	1,	9,
20	1	0	0	0	0	0	0	+	186-5986	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
21	0	0	0	0	0	0	0	+	187-5972	21	0	21	mmu-mir-320	82	47	68	1	21,	0,	47,
20	0	0	0	0	0	0	0	+	188-5932	20	0	20	mmu-mir-302a	69	8	28	1	20,	0,	8,
20	1	0	0	0	0	0	0	+	189-5926	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
20	0	0	0	0	0	0	0	+	190-5876	20	0	20	mmu-mir-101b	97	60	80	1	20,	0,	60,
19	1	0	0	0	0	0	0	+	190-5876	20	0	20	mmu-mir-101a	83	50	70	1	20,	0,	50,
19	0	0	0	0	0	0	0	+	191-5865	19	0	19	mmu-mir-410	81	14	33	1	19,	0,	14,
17	0	0	0	0	0	0	0	+	192-5863	17	0	17	mmu-mir-302d	66	41	58	1	17,	0,	41,
17	0	0	0	0	0	0	0	+	192-5863	17	0	17	mmu-mir-302b	74	47	64	1	17,	0,	47,
17	0	0	0	0	0	0	0	+	192-5863	17	0	17	mmu-mir-302a	69	43	60	1	17,	0,	43,
20	0	0	0	0	0	0	0	+	193-5764	20	0	20	mmu-mir-540	67	42	62	1	20,	0,	42,
19	0	0	0	0	0	0	0	+	194-5710	19	0	19	mmu-mir-369	79	48	67	1	19,	0,	48,
20	0	0	0	0	0	0	0	+	196-5699	20	0	20	mmu-mir-181d	72	6	26	1	20,	0,	6,
19	1	0	0	0	0	0	0	+	196-5699	20	0	20	mmu-mir-181b-2	89	15	35	1	20,	0,	15,
19	1	0	0	0	0	0	0	+	196-5699	20	0	20	mmu-mir-181b-1	80	11	31	1	20,	0,	11,
21	0	0	0	0	0	0	0	+	197-5690	21	0	21	mmu-mir-292	82	11	32	1	21,	0,	11,
19	1	0	0	0	0	0	0	+	198-5677	20	0	20	mmu-mir-302d	66	42	62	1	20,	0,	42,
19	1	0	0	0	0	0	0	+	198-5677	20	0	20	mmu-mir-302c	68	43	63	1	20,	0,	43,
20	0	0	0	0	0	0	0	+	198-5677	20	0	20	mmu-mir-302b	74	48	68	1	20,	0,	48,
19	1	0	0	0	0	0	0	+	198-5677	20	0	20	mmu-mir-302a	69	44	64	1	20,	0,	44,
20	0	0	0	0	0	0	0	+	199-5670	20	0	20	mmu-mir-382	76	10	30	1	20,	0,	10,
20	1	0	0	0	0	0	0	+	200-5640	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
19	0	0	0	0	0	0	0	+	201-5626	19	0	19	mmu-mir-323	86	15	34	1	19,	0,	15,
21	0	0	0	0	0	0	0	+	203-5558	21	0	21	mmu-mir-191	74	6	27	1	21,	0,	6,
20	1	0	0	0	0	0	0	+	204-5481	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
19	1	0	0	0	0	0	0	+	206-5469	20	0	20	mmu-mir-294	84	50	70	1	20,	0,	50,
18	1	0	0	0	0	0	0	+	207-5402	20	0	19	mmu-mir-28	86	11	30	1	19,	0,	11,
20	0	0	0	0	0	0	0	+	207-5402	20	0	20	mmu-mir-151	68	7	27	1	20,	0,	7,
18	0	0	0	0	0	0	0	+	209-5305	18	0	18	mmu-mir-292	82	11	29	1	18,	0,	11,
21	0	0	0	0	0	0	0	+	210-5283	21	0	21	mmu-mir-672	100	24	45	1	21,	0,	24,
19	0	0	0	0	0	0	0	+	211-5229	20	1	20	mmu-mir-22	95	57	76	1	19,	1,	57,
20	1	0	0	0	0	0	0	+	212-5225	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
20	0	0	0	0	0	0	0	+	213-5135	20	0	20	mmu-mir-25	84	51	71	1	20,	0,	51,
21	0	0	0	0	0	0	0	+	214-5115	21	0	21	mmu-mir-155	65	3	24	1	21,	0,	3,
17	1	0	0	0	0	0	0	+	215-5091	18	0	18	mmu-mir-26b	85	14	32	1	18,	0,	14,
18	0	0	0	0	0	0	0	+	215-5091	18	0	18	mmu-mir-26a-2	84	13	31	1	18,	0,	13,
18	0	0	0	0	0	0	0	+	215-5091	18	0	18	mmu-mir-26a-1	90	15	33	1	18,	0,	15,
20	0	0	0	0	0	0	0	+	216-5052	20	0	20	mmu-mir-9-3	90	15	35	1	20,	0,	15,
20	0	0	0	0	0	0	0	+	216-5052	20	0	20	mmu-mir-9-2	72	7	27	1	20,	0,	7,
20	0	0	0	0	0	0	0	+	216-5052	20	0	20	mmu-mir-9-1	89	15	35	1	20,	0,	15,
20	0	0	0	0	0	0	0	+	217-5047	20	0	20	mmu-mir-378	66	42	62	1	20,	0,	42,
20	0	0	0	0	0	0	0	+	219-5030	20	0	20	mmu-mir-93	88	14	34	1	20,	0,	14,
20	1	0	0	0	0	0	0	+	221-4962	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
19	0	0	0	0	0	0	0	+	222-4925	19	0	19	mmu-mir-467d	85	10	29	1	19,	0,	10,
18	1	0	0	0	0	0	0	+	222-4925	19	0	19	mmu-mir-467c	97	10	29	1	19,	0,	10,
19	0	0	0	0	0	0	0	+	223-4924	19	0	19	mmu-mir-376b	82	50	69	1	19,	0,	50,
21	0	0	0	0	0	0	0	+	227-4770	21	0	21	mmu-mir-409	79	45	66	1	21,	0,	45,
20	0	0	0	0	0	0	0	+	229-4742	21	1	21	mmu-mir-302d	66	42	62	1	20,	1,	42,
20	1	0	0	0	0	0	0	+	229-4742	21	0	21	mmu-mir-302c	68	42	63	1	21,	0,	42,
20	1	0	0	0	0	0	0	+	230-4735	21	0	21	mmu-mir-669o	96	19	40	1	21,	0,	19,
21	0	0	0	0	0	0	0	+	230-4735	21	0	21	mmu-mir-669l	98	18	39	1	21,	0,	18,
21	0	0	0	0	0	1	10	+	230-4735	21	0	21	mmu-mir-669f	121	19	50	2	14,7,	0,14,	19,43,
20	1	0	0	0	0	0	0	+	230-4735	21	0	21	mmu-mir-669d	121	41	62	1	21,	0,	41,
16	0	0	0	0	0	0	0	+	230-4735	21	0	16	mmu-mir-669a-3	109	27	43	1	16,	0,	27,
16	0	0	0	0	0	0	0	+	230-4735	21	0	16	mmu-mir-669a-2	97	21	37	1	16,	0,	21,
16	0	0	0	0	0	0	0	+	230-4735	21	0	16	mmu-mir-669a-1	97	19	35	1	16,	0,	19,
17	0	0	0	0	0	0	0	+	230-4735	21	4	21	mmu-mir-467h	121	83	100	1	17,	4,	83,
18	1	0	0	0	0	0	0	+	231-4726	19	0	19	mmu-mir-28	86	11	30	1	19,	0,	11,
19	0	0	0	0	0	0	0	+	231-4726	19	0	19	mmu-mir-151	68	7	26	1	19,	0,	7,
20	1	0	0	0	0	0	0	+	232-4719	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
17	0	0	0	0	0	0	0	+	233-4701	21	0	17	mmu-mir-18b	83	10	27	1	17,	0,	10,
21	0	0	0	0	0	0	0	+	233-4701	21	0	21	mmu-mir-18a	96	16	37	1	21,	0,	16,
19	3	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-669o	96	24	46	1	22,	0,	24,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-669m-2	98	23	45	1	22,	0,	23,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-669m-1	98	24	46	1	22,	0,	24,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-669f	121	24	46	1	22,	0,	24,
19	3	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-669d	121	46	68	1	22,	0,	46,
20	1	0	0	0	0	0	0	+	234-4692	22	0	21	mmu-mir-669b	97	29	50	1	21,	0,	29,
18	1	0	0	0	0	0	0	+	234-4692	22	0	19	mmu-mir-466k	122	103	122	1	19,	0,	103,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-466j	122	79	101	1	22,	0,	79,
22	0	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-466h	81	10	32	1	22,	0,	10,
20	1	0	0	0	0	0	0	+	234-4692	22	0	21	mmu-mir-466f-4	121	24	45	1	21,	0,	24,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-466f-3	94	16	38	1	22,	0,	16,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-466f-2	94	16	38	1	22,	0,	16,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-466f-1	94	16	38	1	22,	0,	16,
20	2	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-297c	98	15	37	1	22,	0,	15,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-297a-5	90	15	37	1	22,	0,	15,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-297a-4	98	15	37	1	22,	0,	15,
21	1	0	0	0	0	0	0	+	234-4692	22	0	22	mmu-mir-297a-3	102	15	37	1	22,	0,	15,
17	1	0	0	0	0	0	0	+	234-4692	22	0	18	mmu-mir-297a-1	76	19	37	1	18,	0,	19,
19	0	0	0	0	0	0	0	+	235-4688	19	0	19	mmu-mir-323	86	50	69	1	19,	0,	50,
19	1	0	0	0	0	0	0	+	238-4600	20	0	20	mmu-mir-22	95	56	76	1	20,	0,	56,
19	0	0	0	0	0	0	0	+	239-4597	19	0	19	mmu-mir-302a	69	8	27	1	19,	0,	8,
19	0	0	0	0	0	0	0	+	241-4581	19	0	19	mmu-mir-339	96	15	34	1	19,	0,	15,
19	2	0	0	0	0	0	0	+	242-4578	21	0	21	mmu-mir-30e	92	16	37	1	21,	0,	16,
21	0	0	0	0	0	0	0	+	242-4578	21	0	21	mmu-mir-30d	82	11	32	1	21,	0,	11,
20	1	0	0	0	0	0	0	+	242-4578	21	0	21	mmu-mir-30a	71	5	26	1	21,	0,	5,
19	1	0	0	0	0	0	0	+	246-4351	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
17	0	0	0	0	0	0	0	+	247-4343	17	0	17	mmu-mir-293	80	50	67	1	17,	0,	50,
20	0	0	0	0	0	0	0	+	248-4307	20	0	20	mmu-mir-101b	97	59	79	1	20,	0,	59,
19	0	0	0	0	0	0	0	+	250-4260	19	0	19	mmu-mir-130b	82	51	70	1	19,	0,	51,
21	0	0	0	0	0	0	0	+	251-4230	21	0	21	mmu-mir-205	68	6	27	1	21,	0,	6,
19	0	0	0	0	0	0	0	+	252-4224	19	0	19	mmu-mir-409	79	47	66	1	19,	0,	47,
20	0	0	0	0	0	0	0	+	253-4216	20	0	20	mmu-mir-151	68	42	62	1	20,	0,	42,
17	0	0	0	0	0	0	0	+	255-4213	21	0	17	mmu-mir-29c	88	53	70	1	17,	0,	53,
21	0	0	0	0	0	0	0	+	255-4213	21	0	21	mmu-mir-29b-2	81	51	72	1	21,	0,	51,
21	0	0	0	0	0	0	0	+	255-4213	21	0	21	mmu-mir-29b-1	71	46	67	1	21,	0,	46,
21	0	0	0	0	0	0	0	+	256-4202	21	0	21	mmu-mir-200a	90	53	74	1	21,	0,	53,
20	1	0	0	0	0	0	0	+	256-4202	21	0	21	mmu-mir-141	72	47	68	1	21,	0,	47,
20	1	0	0	0	0	0	0	+	258-4169	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
18	0	0	0	0	0	0	0	+	259-4169	18	0	18	mmu-mir-361	70	5	23	1	18,	0,	5,
20	0	0	0	0	0	0	0	+	260-4160	20	0	20	mmu-mir-541	90	13	33	1	20,	0,	13,
20	1	0	0	0	0	0	0	+	263-4097	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
22	0	0	0	0	0	0	0	+	265-4075	22	0	22	mmu-mir-191	74	6	28	1	22,	0,	6,
21	0	0	0	0	0	0	0	+	267-4029	21	0	21	mmu-mir-423	109	64	85	1	21,	0,	64,
20	1	0	0	0	0	0	0	+	268-4024	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
21	0	0	0	0	0	0	0	+	271-3997	22	1	22	mmu-mir-292	82	50	71	1	21,	1,	50,
22	0	0	0	0	0	0	0	+	272-3967	22	0	22	mmu-mir-302d	66	41	63	1	22,	0,	41,
17	0	0	0	0	0	0	0	+	272-3967	22	0	17	mmu-mir-302b	74	47	64	1	17,	0,	47,
17	0	0	0	0	0	0	0	+	272-3967	22	0	17	mmu-mir-302a	69	43	60	1	17,	0,	43,
18	2	0	0	0	0	0	0	+	274-3913	20	0	20	mmu-mir-467h	121	80	100	1	20,	0,	80,
18	2	0	0	0	0	0	0	+	274-3913	20	0	20	mmu-mir-467e	87	11	31	1	20,	0,	11,
20	0	0	0	0	0	0	0	+	274-3913	20	0	20	mmu-mir-467d	85	10	30	1	20,	0,	10,
19	1	0	0	0	0	0	0	+	274-3913	20	0	20	mmu-mir-467c	97	10	30	1	20,	0,	10,
18	2	0	0	0	0	0	0	+	274-3913	20	0	20	mmu-mir-467b	73	9	29	1	20,	0,	9,
18	2	0	0	0	0	0	0	+	274-3913	20	0	20	mmu-mir-467a-1	73	9	29	1	20,	0,	9,
20	0	0	0	0	0	0	0	+	276-3908	20	0	20	mmu-mir-183	70	5	25	1	20,	0,	5,
19	1	0	0	0	0	0	0	+	277-3900	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
19	0	0	0	0	0	0	0	+	278-3892	19	0	19	mmu-mir-376a	68	43	62	1	19,	0,	43,
20	1	0	0	0	0	0	0	+	279-3875	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
20	0	0	0	0	0	0	0	+	280-3828	20	0	20	mmu-mir-210	110	65	85	1	20,	0,	65,
20	0	0	0	0	0	0	0	+	281-3827	20	0	20	mmu-mir-361	70	5	25	1	20,	0,	5,
19	0	0	0	0	0	0	0	+	282-3820	19	0	19	mmu-mir-410	81	49	68	1	19,	0,	49,
19	1	0	0	0	0	0	0	+	285-3797	20	0	20	mmu-mir-22	95	56	76	1	20,	0,	56,
19	1	0	0	0	0	0	0	+	286-3751	20	0	20	mmu-mir-294	84	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	288-3710	20	0	20	mmu-mir-294	84	50	70	1	20,	0,	50,
18	0	0	0	0	0	0	0	+	289-3708	18	0	18	mmu-mir-294	84	50	68	1	18,	0,	50,
18	0	0	0	0	0	0	0	+	290-3705	19	1	19	mmu-mir-1983	132	11	29	1	18,	1,	11,
22	0	0	0	0	0	0	0	+	291-3701	22	0	22	mmu-mir-295	69	42	64	1	22,	0,	42,
19	0	0	0	0	0	0	0	+	292-3685	20	1	20	mmu-mir-294	84	51	70	1	19,	1,	51,
20	0	0	0	0	0	0	0	+	294-3670	21	0	20	mmu-mir-292	82	50	70	1	20,	0,	50,
20	1	0	0	0	0	0	0	+	295-3626	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
20	0	0	0	0	0	0	0	+	296-3581	21	1	21	mmu-mir-292	82	51	71	1	20,	1,	51,
20	0	0	0	0	0	0	0	+	297-3579	20	0	20	mmu-mir-674	100	23	43	1	20,	0,	23,
20	0	0	0	0	0	0	0	+	298-3565	20	0	20	mmu-mir-294	84	14	34	1	20,	0,	14,
21	0	0	0	0	0	0	0	+	299-3552	21	0	21	mmu-mir-295	69	43	64	1	21,	0,	43,
19	2	0	0	0	0	0	0	+	300-3536	22	0	21	mmu-mir-195	94	20	41	1	21,	0,	20,
22	0	0	0	0	0	0	0	+	300-3536	22	0	22	mmu-mir-16-2	95	16	38	1	22,	0,	16,
22	0	0	0	0	0	0	0	+	300-3536	22	0	22	mmu-mir-16-1	93	15	37	1	22,	0,	15,
19	0	0	0	0	0	0	0	+	301-3534	19	0	19	mmu-mir-292	82	49	68	1	19,	0,	49,
19	1	0	0	0	0	0	0	+	303-3526	20	0	20	mmu-mir-22	95	56	76	1	20,	0,	56,
19	1	0	0	0	0	0	0	+	304-3502	20	0	20	mmu-mir-17	84	13	33	1	20,	0,	13,
20	0	0	0	0	0	0	0	+	304-3502	20	0	20	mmu-mir-106a	65	4	24	1	20,	0,	4,
19	1	0	0	0	0	0	0	+	305-3501	20	0	20	mmu-mir-294	84	50	70	1	20,	0,	50,
20	1	0	0	0	0	0	0	+	306-3471	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
20	1	0	0	0	0	0	0	+	307-3468	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
21	0	0	0	0	0	0	0	+	309-3448	21	0	21	mmu-mir-293	80	46	67	1	21,	0,	46,
18	0	0	0	0	0	0	0	+	310-3432	18	0	18	mmu-mir-130a	64	41	59	1	18,	0,	41,
16	0	0	0	0	0	0	0	+	311-3429	16	0	16	mmu-mir-302d	66	46	62	1	16,	0,	46,
20	1	0	0	0	0	0	0	+	312-3421	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
21	0	0	0	0	0	0	0	+	316-3404	21	0	21	mmu-mir-134	71	6	27	1	21,	0,	6,
19	0	0	0	0	0	0	0	+	317-3403	19	0	19	mmu-mir-106b	82	11	30	1	19,	0,	11,
20	2	0	0	0	0	0	0	+	319-3367	22	0	22	mmu-mir-26b	85	14	36	1	22,	0,	14,
22	0	0	0	0	0	0	0	+	319-3367	22	0	22	mmu-mir-26a-2	84	13	35	1	22,	0,	13,
22	0	0	0	0	0	0	0	+	319-3367	22	0	22	mmu-mir-26a-1	90	15	37	1	22,	0,	15,
19	1	0	0	0	0	0	0	+	320-3367	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
20	0	0	0	0	0	0	0	+	321-3359	20	0	20	mmu-mir-99b	70	6	26	1	20,	0,	6,
16	0	0	0	0	0	0	0	+	322-3352	21	0	16	mmu-mir-669o	96	19	35	1	16,	0,	19,
20	1	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-669m-2	98	18	39	1	21,	0,	18,
20	1	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-669m-1	98	19	40	1	21,	0,	19,
16	0	0	0	0	0	0	0	+	322-3352	21	0	16	mmu-mir-669l	98	18	34	1	16,	0,	18,
21	0	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-669f	121	19	40	1	21,	0,	19,
20	1	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-669b	97	24	45	1	21,	0,	24,
20	1	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-669a-3	109	27	48	1	21,	0,	27,
20	1	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-669a-2	97	21	42	1	21,	0,	21,
20	1	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-669a-1	97	19	40	1	21,	0,	19,
19	2	0	0	0	0	0	0	+	322-3352	21	0	21	mmu-mir-466h	81	5	26	1	21,	0,	5,
18	0	0	0	0	0	0	0	+	322-3352	21	3	21	mmu-mir-466f-4	121	22	40	1	18,	3,	22,
18	0	0	0	0	0	0	0	+	322-3352	21	3	21	mmu-mir-466f-3	94	14	32	1	18,	3,	14,
18	0	0	0	0	0	0	0	+	322-3352	21	3	21	mmu-mir-466f-2	94	14	32	1	18,	3,	14,
18	0	0	0	0	0	0	0	+	322-3352	21	3	21	mmu-mir-466f-1	94	14	32	1	18,	3,	14,
16	0	0	0	0	0	0	0	+	322-3352	21	5	21	mmu-mir-297a-6	82	55	71	1	16,	5,	55,
16	0	0	0	0	0	0	0	+	322-3352	21	5	21	mmu-mir-297a-5	90	15	31	1	16,	5,	15,
16	0	0	0	0	0	0	0	+	322-3352	21	5	21	mmu-mir-297a-4	98	15	31	1	16,	5,	15,
16	0	0	0	0	0	0	0	+	322-3352	21	5	21	mmu-mir-297a-3	102	15	31	1	16,	5,	15,
16	0	0	0	0	0	0	0	+	322-3352	21	5	21	mmu-mir-297a-2	64	40	56	1	16,	5,	40,
16	0	0	0	0	0	0	0	+	322-3352	21	5	21	mmu-mir-297a-1	76	19	35	1	16,	5,	19,
21	0	0	0	0	0	0	0	+	323-3330	21	0	21	mmu-mir-130b	82	50	71	1	21,	0,	50,
19	2	0	0	0	0	0	0	+	323-3330	21	0	21	mmu-mir-130a	64	41	62	1	21,	0,	41,
19	0	0	0	0	0	0	0	+	324-3328	19	0	19	mmu-mir-294	84	50	69	1	19,	0,	50,
20	1	0	0	0	0	0	0	+	326-3323	21	0	21	mmu-mir-302d	66	41	62	1	21,	0,	41,
18	0	0	0	0	0	0	0	+	327-3322	18	0	18	mmu-mir-379	66	5	23	1	18,	0,	5,
22	0	0	0	0	0	0	0	+	328-3320	22	0	22	mmu-mir-21	92	17	39	1	22,	0,	17,
19	1	0	0	0	0	0	0	+	330-3312	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
19	0	0	0	0	0	0	0	+	331-3305	20	1	20	mmu-mir-293	80	48	67	1	19,	1,	48,
19	0	0	0	0	0	0	0	+	332-3297	19	0	19	mmu-mir-93	88	14	33	1	19,	0,	14,
20	0	0	0	0	0	1	1	+	333-3294	20	0	20	mmu-mir-302d	66	41	62	2	16,4,	0,16,	41,58,
16	0	0	0	0	0	0	0	+	333-3294	20	0	16	mmu-mir-302b	74	47	63	1	16,	0,	47,
16	0	0	0	0	0	0	0	+	333-3294	20	0	16	mmu-mir-302a	69	43	59	1	16,	0,	43,
19	1	0	0	0	0	0	0	+	334-3278	20	0	20	mmu-mir-294	84	50	70	1	20,	0,	50,
20	1	0	0	0	0	0	0	+	335-3252	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
18	1	0	0	0	0	0	0	+	336-3251	19	0	19	mmu-mir-18b	83	10	29	1	19,	0,	10,
19	0	0	0	0	0	0	0	+	336-3251	19	0	19	mmu-mir-18a	96	16	35	1	19,	0,	16,
20	0	0	0	0	0	0	0	+	337-3247	20	0	20	mmu-mir-200a	90	53	73	1	20,	0,	53,
19	1	0	0	0	0	0	0	+	337-3247	20	0	20	mmu-mir-141	72	47	67	1	20,	0,	47,
21	0	0	0	0	0	0	0	+	339-3227	21	0	21	mmu-mir-294	84	50	71	1	21,	0,	50,
19	0	0	0	0	0	0	0	+	341-3216	20	0	19	mmu-mir-293	80	47	66	1	19,	0,	47,
23	0	0	0	0	0	0	0	+	342-3195	23	0	23	mmu-mir-541	90	13	36	1	23,	0,	13,
21	0	0	0	0	0	0	0	+	343-3187	21	0	21	mmu-mir-290	83	13	34	1	21,	0,	13,
16	0	0	0	0	0	0	0	+	344-3186	16	0	16	mmu-mir-294	84	50	66	1	16,	0,	50,
20	0	0	0	0	0	1	1	+	345-3181	20	0	20	mmu-mir-292	82	50	71	2	16,4,	0,16,	50,67,
19	1	0	0	0	0	0	0	+	346-3171	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
21	0	0	0	0	0	0	0	+	347-3157	21	0	21	mmu-mir-291a	82	49	70	1	21,	0,	49,
19	1	0	0	0	0	0	0	+	348-3137	20	0	20	mmu-mir-22	95	56	76	1	20,	0,	56,
20	1	0	0	0	0	0	0	+	350-3128	21	0	21	mmu-mir-292	82	50	71	1	21,	0,	50,
20	0	0	0	0	0	0	0	+	351-3114	21	1	21	mmu-mir-302d	66	42	62	1	20,	1,	42,
19	1	0	0	0	0	0	0	+	352-3106	20	0	20	mmu-mir-294	84	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	353-3093	20	0	20	mmu-mir-294	84	50	70	1	20,	0,	50,
20	0	0	0	0	0	0	0	+	357-3057	20	0	20	mmu-mir-381	75	48	68	1	20,	0,	48,
19	1	0	0	0	0	0	0	+	357-3057	20	0	20	mmu-mir-300	79	50	70	1	20,	0,	50,
19	1	0	0	0	0	0	0	+	359-3040	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
19	0	0	0	0	0	0	0	+	360-3037	19	0	19	mmu-mir-28	86	13	32	1	19,	0,	13,
20	0	0	0	0	0	0	0	+	362-3029	20	0	20	mmu-mir-652	98	60	80	1	20,	0,	60,
21	0	0	0	0	0	0	0	+	363-3017	21	0	21	mmu-mir-183	70	5	26	1	21,	0,	5,
19	1	0	0	0	0	0	0	+	365-3004	20	0	20	mmu-mir-669o	96	19	39	1	20,	0,	19,
20	0	0	0	0	0	0	0	+	365-3004	20	0	20	mmu-mir-669l	98	18	38	1	20,	0,	18,
16	0	0	0	0	0	0	0	+	365-3004	20	0	16	mmu-mir-669f	121	19	35	1	16,	0,	19,
19	1	0	0	0	0	0	0	+	365-3004	20	0	20	mmu-mir-669d	121	41	61	1	20,	0,	41,
16	0	0	0	0	0	0	0	+	365-3004	20	0	16	mmu-mir-669a-3	109	27	43	1	16,	0,	27,
16	0	0	0	0	0	0	0	+	365-3004	20	0	16	mmu-mir-669a-2	97	21	37	1	16,	0,	21,
16	0	0	0	0	0	0	0	+	365-3004	20	0	16	mmu-mir-669a-1	97	19	35	1	16,	0,	19,
19	0	0	0	0	0	0	0	+	366-2981	19	0	19	mmu-mir-320	82	47	66	1	19,	0,	47,
21	1	0	0	0	0	0	0	+	367-2968	22	0	22	mmu-mir-292	82	49	71	1	22,	0,	49,
17	0	0	0	0	0	0	0	+	368-2955	17	0	17	mmu-mir-2133-2	95	5	22	1	17,	0,	5,
17	0	0	0	0	0	0	0	+	368-2955	17	0	17	mmu-mir-2133-1	91	3	20	1	17,	0,	3,
19	1	0	0	0	0	0	0	+	369-2945	20	0	20	mmu-mir-22	95	56	76	1	20,	0,	56,
19	1	0	0	0	0	0	0	+	372-2911	20	0	20	mmu-mir-293	80	47	67	1	20,	0,	47,
19	0	0	0	0	0	0	0	+	373-2894	19	0	19	mmu-mir-541	90	13	32	1	19,	0,	13,
19	0	0	0	0	0	0	0	+	375-2881	20	1	20	mmu-mir-302d	66	43	62	1	19,	1,	43,
19	0	0	0	0	0	0	0	+	376-2860	19	0	19	mmu-mir-182	75	6	25	1	19,	0,	6,
19	0	0	0	0	0	0	0	+	377-2860	20	1	20	mmu-mir-293	80	48	67	1	19,	1,	48,
19	0	0	0	0	0	0	0	+	378-2857	19	0	19	mmu-mir-20a	107	26	45	1	19,	0,	26,
19	0	0	0	0	0	0	0	+	379-2839	19	0	19	mmu-mir-467e	87	11	30	1	19,	0,	11,
19	1	0	0	0	0	0	0	+	380-2832	20	0	20	mmu-mir-22	95	56	76	1	20,	0,	56,
18	0	0	0	0	0	0	0	+	381-2832	18	0	18	mmu-mir-541	90	13	31	1	18,	0,	13,
21	0	0	0	0	0	0	0	+	382-2810	21	0	21	mmu-mir-708	109	26	47	1	21,	0,	26,
19	0	0	0	0	0	0	0	+	383-2804	19	0	19	mmu-mir-130a	64	41	60	1	19,	0,	41,
